x_km,y_km,z_km
0.30181470547050004,-0.5334143451787221,0.705676023800349
-0.9141769469591638,0.20485050098683022,1.0571643759978633
0.6113386813686028,1.9798169698319361,1.9265228261703047
-0.8566146091133386,0.9500258626144169,0.9493228403280252
-1.660067757602175,-1.5852979305599768,1.1661552561373254
-1.2873479170106084,-0.3571591775243239,0.4925773245774778
-2.1225364404822065,-1.826216084252223,1.7973693293684123
-0.8124532657307582,-0.5270810251940232,1.9788712893947085
1.216563988607298,0.08462279158734498,0.1836036056568806
-0.19750781142418905,-1.267854100630309,0.8926115836870889
-0.3991588122672245,-0.6655108739238857,1.6275769743878286
0.3423704567364583,-2.1122402042970885,0.3861216291562586
-0.742041769881649,0.3454913685077887,1.6552628795020208
-1.9954522548107,-0.6183326514743719,0.5594006931014113
-0.3130948231578179,0.5011468877471885,1.7734771769254871
-0.6257074694976978,1.7456249000984663,1.2604063452156096
