x_km,y_km,z_km
0.6236896556353515,-0.4645158374283702,1.8599812637769633
-2.0817587564527082,2.028968637304576,0.2648051521053212
1.8093653048474776,1.8537056083375978,1.1905680983012803
-1.1472301844423793,-1.2770458193530083,0.25535143580009767
1.380323494475272,1.6693006419373777,1.029494106310805
-0.0729071603464031,-0.6138316354938356,0.2504293622534852
-0.31181753093007636,-1.5523323187115596,0.243129378472696
-2.2464870083003747,0.9607850054877631,0.6693326882881117
2.4726533308275718,1.3542715176966187,0.22592040072258834
0.8017184282102399,-1.7194036298624804,1.0770295634815301
-0.45390194953619334,-0.30982892079676727,1.341285660128609
-0.0679038391008091,2.168505977448035,1.4399940424762334
0.9721424256934812,-0.07506643705001315,0.8313999292446259
-2.1604878224114756,0.29486687770342357,1.0011871998353752
0.07496620225449391,-0.3180289963991587,0.054806815994260516
-1.3729755008951838,0.7519276100549788,1.025259574162612
-0.9289024327589845,0.5062498344995481,1.8654305414864982
2.117896342041524,-1.59411870774823,1.9127527977534355
-0.7461057580935933,0.8254999118451685,0.2909051023069693
1.51619799328716,0.6900326467430329,1.2050695635428894
1.4614957890684543,-1.3025927327242337,0.9169932216001973
-1.1311799528623263,0.1866001324618911,0.9535496212187939
0.9048702104083111,-0.14864932894144856,1.2143768143175127
0.39296418181953285,0.6493842289511691,0.6845613330736138
2.115954606377599,-0.853507833433701,1.395822066140699
-0.18395075710519748,1.5069592221175103,1.9470808392780576
-2.1230019746264976,2.0770770248422634,1.1254563760341258
1.921476069912429,0.2906438554993067,1.8944582342250078
0.39143773342829213,-1.9150046430972263,0.03438164300461177
-2.297418855474346,-0.4567231474374829,0.8094360583713982
-2.260749601195392,1.8967377361704783,0.9286586219875306
-0.229152150176688,-0.7888868323119536,0.7476778648612934
