x_km,y_km,z_km
0.8586465775198593,-0.168430105836892,1.5074398358414396
1.8807161933459957,-2.2999123954478806,0.03904600002087544
-0.7399274588482667,-0.886635943651044,0.27494795748652034
-2.4062007650806274,-0.37419682339107574,0.5610176838728282
-1.8649106906609247,-0.7646272795562097,1.9797890428417082
-1.75630521998406,-0.17245395332960456,0.81220513388312
-0.6626413730424812,-1.8057734474665255,0.08910027719406766
2.2030375232042374,-1.0270044569090486,0.7171630026424773
0.44198946300729247,2.0273020302120823,1.0799848207631055
-0.49593129937411673,0.7063201614720418,1.0522856802521416
1.64439301270985,0.8989112124273708,1.684560069746278
2.356614531464478,1.9041820493375532,1.7943884061715663
-0.034074096706358414,-0.83023345752899,1.0005871742230548
-0.0872458232400608,-1.882764507322086,1.1892880258355176
0.3431743902416291,1.807340802968879,0.14588484555991887
1.7792754422066057,2.0611009612968907,1.975198484797498
0.09521560313385269,0.3687976485905855,1.314120730440554
-0.268527318184435,-1.4589496804888735,1.5380427900760618
-0.41389327277635335,1.3969596769910027,1.7019693170311203
-1.6437860775238873,1.4220892352614847,0.5219768174484358
-0.5521930681281695,-2.1862386241970517,0.9215595445660414
-1.317349085185488,-0.08759021849489734,0.8471340409821073
-2.062995869693239,-0.14524864978067997,1.888864258418954
-2.2227942680838235,1.4336613217254546,1.3105785444782911
1.0235275583703225,2.0379905667592793,0.4848618342491591
2.2377931813307956,-0.41451500858350165,1.7581295975522968
0.0755537732019933,-0.9025215402895548,1.4983917859079967
1.1457428117886526,0.10027593739223617,0.14179932992266275
-2.10701037163607,-2.1228556839574644,0.03765370973042059
2.4660908188854718,-1.7038791436053857,0.5464160944488976
2.270839542783956,-2.015421902620138,0.19911272183164463
-0.3868765096290474,1.4500468264933621,1.0342803752659457
